Link

English Version






প্রচ্ছদ
জাতীয়
রাজনীতি
অর্থ ও বাণিজ্য
আন্তর্জাতিক
খেলা
মানবাধিকার
নারী নির্যাতন
শেয়ারবাজার
প্রবাস
মধ্যপ্রাচ্য
ব্রিটেন
ইউরোপ
আমেরিকা
এশিয়া
ভারত
বিবিধ
বিনোদন
লাইফস্টাইল
বিভাগ
ঢাকা
চট্টগ্রাম
রাজশাহী
খুলনা
সিলেট
বরিশাল
রংপুর
অন্যান্য
অপরাধ
আইটি
ফোকাস
মিডিয়া
ধর্ম ও জীবন
স্বাস্থ্য ও পরিবেশ
শিক্ষা
নারী
বিজ্জান ও প্রযুক্তি
শিল্প-সংস্কৃতি
পর্যটন
গাইড
ফিচার
ঢাকায় কনসার্টে গাইবেন নোবেল
আইডিয়ালের ছাত্রীকে ফিল্মি স্টাইলে অপহরণের চেষ্টা
যুবরাজকে অবশ্যই খাশোগির খুনিদের প্রকাশ্যে আনতে হবে: এরদোগান
সেমির স্বপ্ন জিইয়ে রাখতে পাকিস্তানের প্রয়োজন ২২৮
তাপদাহে পুড়ছে ইউরোপ ‘রেড অ্যালার্ট’ জারি
অনলাইন পোর্টালগুলোকে রেজিস্ট্রেশন করতেই হবে: তথ্যমন্ত্রী
সিএমএইচ-এ এরশাদ
ট্রাম্পের কথিত শান্তি পরিকল্পনার বিরুদ্ধে লেবাননে বিক্ষোভ
যুক্তরাষ্ট্রের নতুন নিষেধাজ্ঞায় এবার খামেনির কার্যালয়
ট্রেন খালে নাশকতা না দুর্ঘটনা তদন্ত করবে আইন শৃঙ্খলা বাহিনী
X
বৃদ্ধের সর্বস্ব লিখে নিলেন অতিরিক্ত ডিআইজি
 বিস্তারিত» 
সর্বশেষ / সব সংবাদ
বিস্ময় ব্যাটিংয়ে ধিক্কার জুটল ভারতের: আনন্দবাজার
অনন্য এক বিশ্বরেকর্ডের সামনে সাকিব-মুশফিক-তামিম
ঢাকায় কনসার্টে গাইবেন নোবেল
জঙ্গলে নিয়ে গলায় চাকু ধরে স্কুলছাত্রীকে পালাক্রমে ধর্ষণ!
দুবাইয়ে যৌনব্যবসা বাংলাদেশী যুবক-যুবতীর জেল
শাখা-সিঁদুর পরায় সমালোচনা নুসরাতের পাশে দাঁড়ালেন বিজেপি মন্ত্রী
ছিনতাইকারীদের হামলায় আহত শাহিনের দায়িত্ব নিলেন প্রধানমন্ত্রী
ফেসবুকে আমার বিরুদ্ধে লিখে খুনিদের বাঁচানোর চেষ্টা চলছে: মিন্নি
‘বন্দুকযুদ্ধে’ নিহত ভিডিওগ্রাফার
নামাজের পর 'জয় শ্রীরাম' না বলায় এবার মুসলিম কিশোরকে মারধর
বিতর্কিত আউট রোহিত শর্মা স্ত্রীর প্রতিক্রিয়া ভাইরাল!
ভ্যান তো গেলই এবার জীবনটাও যায় যায় শিশু শাহীনের
হোটেলে উঠেই মাশরাফির সঙ্গে সাক্ষাৎ করলেন ধোনি
যে কারণে আজ রশিদ খানদের পক্ষে থাকবে বাংলাদেশ
টাইগারদের বিপক্ষে ‘বাজে সময়’ অপেক্ষা করছে পাকিস্তানের: আফ্রিদি
এরশাদের শারীরিক অবস্থার পঞ্চাশ ভাগ উন্নতি
আল্লাহ আপনাদের আন্দোলনের ক্ষমতা কেড়ে নিয়েছেন: বিএনপিকে হুইপ শাসমুল
পুরাতন ইয়াহু মেইল ব্যবহারকারীদের জন্য অশনিসংকেত
রংপুরে বাসে পিষ্ট ২ যুবক
কোপা আমেরিকার সেমিতে ব্রাজিলের প্রতিপক্ষ আর্জেন্টিনা
প্রবাসি সংবাদ
রিয়াদে ২৮ বাংলাদেশির মানবেতর জীবন-যাপন
মালয়েশিয়ায় নিহত ২ বাংলাদেশী
সৌদিতে সড়ক দুর্ঘটনায় ১০ বাংলাদেশি নিহত
মায়ের সঙ্গে বেড়াতে গিয়ে বালিতে বাংলাদেশি শিশুর মৃত্যু
মালয়েশিয়ায় বিদেশি শ্রমিকদের নবায়ন ফি এখনই কমছে না
আফ্রিকায় সন্ত্রাসীদের গুলিতে বাংলাদেশি নিহত
কাতারে সড়ক দুর্ঘটনায় ২ বাংলাদেশি নিহত
সৌদিতে সড়ক দুর্ঘটনায় দুই বাংলাদেশিসহ নিহত ৩
দক্ষিণ আফ্রিকায় নোয়াখালীর যুবক খুন
সৌদিতে ওমরাহ করতে গিয়ে প্রাণ হারালেন ২ বাংলাদেশি
সকল সংবাদ
জীবন-মৃত্যুর সন্ধিক্ষণে অটোরিকশা চালক শাহীন
 বিস্তারিত» 
ভারতের হারে পাকিস্তানের হতাশা
 বিস্তারিত» 
ইংল্যান্ডের বিপক্ষে ভারত কি পাতানো ম্যাচ খেলেছে?
 বিস্তারিত» 
নারী নির্যাতন
সব খবরের শিরোনাম
স্কুলছাত্রী অপহরণ অশ্লীল ছবি ছড়িয়ে দেয়ার হুমকি দিয়ে টাকা দাবি
ঘরে ঢুকে ধর্ষণের চেষ্টা যুবকের গোপনাঙ্গ কেটে দিলেন গৃহবধূ
প্রেমে ব্যর্থ হয়ে ১০ম শ্রেণির ছাত্রীকে অপহণের পর ধর্ষণ
তরুণীকে গণধর্ষণের পর হত্যার 'লোমহর্ষক' বর্ণনা দিলেন দুই যুবক
রাজধানীতে মোবাইল সার্ভিসিংয়ের দোকানে স্কুলছাত্রীকে ধর্ষণ
নির্যাতিতা নারী এখন সহিংস
পিঠার প্রলোভন দেখিয়ে শিশু ধর্ষণ!
প্রথম শ্রেণির ছাত্রীকে ধর্ষণের অভিযোগ কিশোর গ্রেফতার
সাভারে গৃহবধূকে গণধর্ষণের অভিযোগ আটক ২
বোনকে পড়া বোঝানোর নামে ডেকে নিয়ে ধর্ষণ অতঃপর...
ইংল্যান্ডের বিপক্ষে ভারত কি পাতানো ম্যাচ খেলেছে?
বৃদ্ধের সর্বস্ব লিখে নিলেন অতিরিক্ত ডিআইজি
জীবন-মৃত্যুর সন্ধিক্ষণে অটোরিকশা চালক শাহীন
বিস্ময় ব্যাটিংয়ে ধিক্কার জুটল ভারতের: আনন্দবাজার
ইংল্যান্ডের জয়ে সেমির সমীকরণ জটিল টাইগারদের
ভারতের হারে পাকিস্তানের হতাশা
উত্তর কোরিয়ায় প্রথম মার্কিন প্রেসিডেন্ট হিসেবে পা রাখলেন ট্রাম্প
রিফাত হত্যাকারীদের পালানোর সব পথ বন্ধ: আইজিপি
রিফাত হত্যায় ৭ জন গ্রেফতার: স্বরাষ্ট্রমন্ত্রী
‘ঈমান বাঁচাতে’ অভিনয় ছাড়ছেন বলিউড অভিনেত্রী!
অনন্য এক বিশ্বরেকর্ডের সামনে সাকিব-মুশফিক-তামিম
ঢাকায় কনসার্টে গাইবেন নোবেল
দাম বাড়লো গ্যাসের; দুই চুলা ৯৭৫ এক চুলা ৯২৫ টাকা
খুলনায় ডেকে নিয়ে ৭ বন্ধু মিলে কিশোরীকে গণধর্ষণ আটক ৪
বাংলাদেশ দলের জন্য ইংল্যান্ডে উড়ে গেল ৫ হাজার চিঠি!
দেশে বিচারাধীন নারী ও শিশু নির্যাতন মামলা ১ লাখ ৬৪ হাজার
‘আরেক আয়লানের’ কফিনের অপেক্ষায় মা
বিভিন্ন মন্ত্রণালয়ে ৩ লাখ ৮ হাজার পদ শূন্য
জঙ্গলে নিয়ে গলায় চাকু ধরে স্কুলছাত্রীকে পালাক্রমে ধর্ষণ!
ভারতের বিপক্ষে টস জিতল ইংল্যান্ড
দুবাইয়ে যৌনব্যবসা বাংলাদেশী যুবক-যুবতীর জেল
পুলিশে চাকরি পাচ্ছেন ‘০০৭’ গ্রুপের সদস্য সাগর
শাখা-সিঁদুর পরায় সমালোচনা নুসরাতের পাশে দাঁড়ালেন বিজেপি মন্ত্রী
রাখাইনকে বাংলাদেশের অংশ করলেই রোহিঙ্গা সমস্যার স্থায়ী সমাধান হবে
পাকিস্তানের জয় যে সমীকরণে দাঁড়িয়ে টাইগাররা
ছিনতাইকারীদের হামলায় আহত শাহিনের দায়িত্ব নিলেন প্রধানমন্ত্রী
ফেসবুকে আমার বিরুদ্ধে লিখে খুনিদের বাঁচানোর চেষ্টা চলছে: মিন্নি
‘বন্দুকযুদ্ধে’ নিহত ভিডিওগ্রাফার
পাকিস্তানের ঘাম ঝরিয়ে হারল আফগানরা
দেহ ব্যবসার সঙ্গে জড়িত বলিউডের ৭ অভিনেত্রী গ্রেফতার
নামাজের পর 'জয় শ্রীরাম' না বলায় এবার মুসলিম কিশোরকে মারধর
বন্ড কমিশনারেটে দুর্নীতিবাজরা আরও বেপরোয়া
ঢাকায় আনা হয়েছে সেই শাহীনকে
আইডিয়ালের ছাত্রীকে ফিল্মি স্টাইলে অপহরণের চেষ্টা
রোহিঙ্গারা জড়িয়ে পড়েছে অস্ত্র ও ইয়াবা ব্যবসায়
যুবরাজকে অবশ্যই খাশোগির খুনিদের প্রকাশ্যে আনতে হবে: এরদোগান
সংসদে অর্থবিলও উত্থাপন করলেন প্রধানমন্ত্রী
সেমির স্বপ্ন জিইয়ে রাখতে পাকিস্তানের প্রয়োজন ২২৮
তাপদাহে পুড়ছে ইউরোপ ‘রেড অ্যালার্ট’ জারি
অনলাইন পোর্টালগুলোকে রেজিস্ট্রেশন করতেই হবে: তথ্যমন্ত্রী
বিতর্কিত আউট রোহিত শর্মা স্ত্রীর প্রতিক্রিয়া ভাইরাল!
ভ্যান তো গেলই এবার জীবনটাও যায় যায় শিশু শাহীনের
হোটেলে উঠেই মাশরাফির সঙ্গে সাক্ষাৎ করলেন ধোনি
৩ হাজার ১০৭ জনের মুক্তিযোদ্ধা সনদ বাতিল: মন্ত্রী
পাকিস্তানের বিপক্ষে টস জিতে ব্যাটিংয়ে আফগানিস্তান
